room,scene_uid,target_total,horizontal_total,before_all_acc_simple,after_all_acc_simple,before_horizontal_acc_simple,after_horizontal_acc_simple,edits,final_movement,score_before,score_after,overlap_area_before,overlap_area_after,oob_before,oob_after,text
bedroom,787e7cd0-14ab-420d-8862-b1d45ea47725_MasterBedroom-30192,1,1,0.0,1.0,0.0,1.0,1,1.215359574436446,1.2257211327969242,0.21251685012321045,0.02996270675946247,0.17621057483096264,0.0,0.0,Set up a black wardrobe with doors and drawers behind a lounge chair with a pillow.
bedroom,7b48d192-1ac0-406c-af41-800853de2d7f_Bedroom-41491,1,1,0.0,1.0,0.0,1.0,1,1.1192969531422412,0.18653605197828105,0.13931563437706895,0.04120900000000003,0.0,0.0,0.0,Put a gray dining chair closely behind a black ceiling lamp with a lid.
bedroom,7b8b173c-2354-4bdc-9321-93ad43796020_MasterBedroom-49865,2,2,1.0,1.0,1.0,1.0,0,0.0,0.7303758653244484,0.7303758653244484,0.0,0.0,0.0,0.0,"Add a nightstand with drawers to the right of a grey and black double bed. Finnally, set up a grey and black double bed left of a nightstand with drawers."
bedroom,7c2e62e7-ab51-4900-bfdc-1932415fb295_MasterBedroom-16450,2,2,0.0,1.0,0.0,1.0,1,3.188341446122998,4.457760111276502,0.6503370076892616,0.0,0.0,0.0,0.0,"Place a grey nightstand with a black handle right of a brown double bed with cover and pillow. Then, arrange a grey nightstand with a black handle left of a grey nightstand with a black handle."
bedroom,7cda1ed0-e923-4ace-bbfa-b9b5238d190e_SecondBedroom-14328,1,1,1.0,1.0,1.0,1.0,0,0.0,0.35375189435598087,0.35375189435598087,0.084307768164,0.084307768164,0.0,0.0,Add a wardrobe right of a grey double bed with yellow pillows.
bedroom,7d8f9ace-5704-4689-b135-4ece5fb32467_SecondBedroom-39108,1,0,1.0,1.0,0.0,0.0,0,0.0,0.001021982898980141,0.001021982898980141,0.00291995113994326,0.00291995113994326,0.0,0.0,Position a double bed below a black pendant lamp with dots.
bedroom,802ba6ac-c040-4f27-b843-8c47791d0383_MasterBedroom-19531,2,2,1.0,1.0,1.0,1.0,0,0.0,1.1763566259774987,1.1763566259774987,0.05258476068899999,0.05258476068899999,0.0,0.0,"Place a gray nightstand with a lid to the right of a black double bed with cover and pillow. Next, put a nightstand left of a gray nightstand with a lid."
bedroom,80d80e4a-197a-4bd5-9ed1-81c48786a321_Bedroom-74,2,1,0.5,1.0,0.0,1.0,1,1.003213079798532,0.9788866633986829,0.12538556957582384,0.07159135374999996,0.0,0.0,0.0,"Place a black wardrobe with doors and drawers to the right of a modern circular pendant lamp. Then, put a blue and white striped double bed below a pendant lamp."
bedroom,810c7c5f-af5f-42f7-b64c-ecd80a5d253d_Bedroom-15856,1,1,1.0,1.0,1.0,1.0,0,0.0,0.4260116288189696,0.4260116288189696,0.042050014962476644,0.042050014962476644,0.0,0.0,Arrange a grey lounge chair with wooden legs to the right of a blue and white double bed with bedding and pillows.
bedroom,82a7d3a7-7fe0-4bfd-82b7-05c56353983c_MasterBedroom-3845,1,0,0.0,0.0,0.0,0.0,0,0.0,0.03098009901874998,0.03098009901874998,0.08851456862499996,0.08851456862499996,0.0,0.0,Set up a black coffee table with circular holes above a black and white double bed.
bedroom,86963bbe-7969-4632-a379-1cd39e2a69ab_MasterBedroom-14075,1,1,1.0,1.0,1.0,1.0,0,0.0,0.49438642953330186,0.49438642953330186,0.0,0.0,0.0,0.0,Add a black pendant lamp with glass bottles in front of a grey tv stand.
bedroom,86b8d631-2312-4e2f-82f7-de19d29a5f39_Bedroom-22495,1,0,1.0,1.0,0.0,0.0,0,0.0,0.08067952967588964,0.08067952967588964,0.23051294193111327,0.23051294193111327,0.0,0.0,Position a double bed below a pendant lamp with six lights and a metal frame.
bedroom,885bca04-679c-4098-a2d9-27885640ad28_MasterBedroom-22581,2,2,1.0,1.0,1.0,1.0,0,0.0,0.7970817160023822,0.7970817160023822,0.040166172176000006,0.040166172176000006,0.0,0.0,Add a desk to the right of a green and gray single bed. Arrange a black and silver computer desk to the near left of a grey dining chair with black legs.
bedroom,897f8b48-e266-4749-b1f8-f798ae0d7068_Bedroom-54381,1,1,0.0,1.0,0.0,1.0,1,4.058647559567988,4.058764127550854,0.4920377071481592,0.0,0.0,0.0,0.0,Add a black nightstand with drawers behind a black nightstand with drawers.
bedroom,905ccf24-697b-4bb5-8c53-def619d16327_Bedroom-5215,2,2,0.0,0.0,0.0,0.0,0,0.0,10.020871481344125,10.020871481344125,0.0596328038403576,0.0596328038403576,0.0,0.0,"Place a wardrobe with doors to the left of a dressing table with a mirror. Next, place a round dressing chair with glass top in front of a blue and white double bed."
bedroom,93b46a6a-9703-4487-a125-89972c1e6a4a_MasterBedroom-12479,1,1,0.0,0.0,0.0,0.0,0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,Put a wooden tv stand with drawers to the right of a shelf.
bedroom,97980fab-7bf0-4887-9fa9-68cc9138c717_SecondBedroom-37794,2,2,0.5,0.5,0.5,0.5,0,0.0,5.163844562072989,5.163844562072989,0.018099498049939346,0.018099498049939346,0.0,0.0,"Place a brown dressing chair with a leather seat to the right of a yellow and white double bed. Next, place a dressing table behind a silver pendant lamp with six lights."
bedroom,98a1fc47-1484-4dd6-840b-da2d38206db2_SecondBedroom-69017,2,2,0.0,1.0,0.0,1.0,2,4.686106092753664,3.8398147035463066,0.5866843864277023,0.13056894370972277,0.04100472942075006,0.0,0.0,"Place a double bed behind a blue pillow and black frame stool. Then, position a double bed to the left of a blue wardrobe with doors and drawers."
bedroom,9e9c7c48-a631-4ded-a271-7dd697faf0dc_MasterBedroom-1615,1,0,1.0,1.0,0.0,0.0,0,0.0,0.0074275772867625055,0.0074275772867625055,0.021221649390750018,0.021221649390750018,0.0,0.0,Put a gray double bed with cover and pillows below a black metal pendant lamp with a hanging ball.
bedroom,9fc84985-1955-4003-83ef-43970b1418a2_MasterBedroom-8979,1,1,1.0,1.0,1.0,1.0,0,0.0,0.5761983711031204,0.5761983711031204,0.15839676327661584,0.15839676327661584,0.0,0.0,Position a double bed right of a wardrobe.
bedroom,a13cbe28-97b9-48de-b617-70d6f4f50943_MasterBedroom-6631,1,1,1.0,1.0,1.0,1.0,0,0.0,0.4157904017546489,0.4157904017546489,0.07973464168800007,0.07973464168800007,0.0,0.0,Put a gray wardrobe with a door in front of a round ceiling lamp.
bedroom,a19f2445-1678-4c98-a26d-fce8c3ee5320_MasterBedroom-58086,2,2,1.0,1.0,1.0,1.0,0,0.0,0.5184241742358209,0.5184241742358209,0.02122164939075003,0.02122164939075003,0.0,0.0,Set up a gray wardrobe in front of a grey double bed with pillows. And position a grey double bed with pillows behind a gray wardrobe.
bedroom,a35d3d15-332d-4e0c-833e-3c1c476edddc_MasterBedroom-34041,1,1,1.0,1.0,1.0,1.0,0,0.0,0.7576320546023835,0.7576320546023835,0.17789519521350017,0.17789519521350017,0.0,0.0,Add a black pendant lamp with glass shades in front of a nightstand.
bedroom,a44fb825-f9fd-4e1a-beb5-da0322f81ed0_MasterBedroom-63654,1,1,0.0,1.0,0.0,1.0,1,1.3017430112969859,1.3011221112920817,0.16120916135563831,0.0,0.0,0.0,0.0,Put a nightstand to the right of a wooden nightstand with a hole.
bedroom,a4515359-59cb-46d6-9914-c54de45598a5_Bedroom-21085,1,1,1.0,1.0,1.0,1.0,0,0.0,0.7485976261793602,0.7485976261793602,0.07973464168800004,0.07973464168800004,0.0,0.0,Hang a brown circular ceiling lamp in front of a modern nightstand with two drawers.
bedroom,a4f761bc-191d-4d56-b2f5-01f9de5716bd_Bedroom-13675,1,1,0.0,0.0,0.0,0.0,0,0.0,5.034837389437354,5.034837389437354,0.09953539839244076,0.09953539839244076,0.0,0.0,Set up a black curved table with a black cover left of a wardrobe.
bedroom,a591afd1-fc8b-4224-a2bf-b36ecb44aa18_MasterBedroom-32488,2,2,0.5,0.5,0.5,0.5,0,0.0,5.3754685571573075,5.3754685571573075,0.1592692438416219,0.1592692438416219,0.0,0.0,Set up a console table with doors and drawers in front of a double bed. Add a pendant lamp with metal cups in front of a wooden dressing table with a drawer and a mirror.
bedroom,a6704fd9-02c2-42a6-875c-723b26a8048a_MasterBedroom-45545,1,1,0.0,1.0,0.0,1.0,1,1.1853346049107367,1.0599745941074339,0.17804874892881398,0.10427449366826641,0.08802456097007308,0.0,0.0,Set up a black pendant lamp with crystals to the right of a wardrobe with doors.
bedroom,ad428fbd-a2cf-4693-a858-e5e64ba48026_Bedroom-18759,1,1,0.0,1.0,0.0,1.0,1,1.9354959974858952,1.0856684187656997,0.28345536591281995,0.1319881320414643,0.1319881320414643,0.0,0.0,Add a black wooden wardrobe with doors and shelves to the left of a tv stand.
bedroom,af04306f-ef15-4b0a-ba75-1e499b3f3ccd_MasterBedroom-29436,2,2,0.5,1.0,0.5,1.0,2,5.032729236820773,2.826281885754361,0.6490963562358036,0.18989243496826239,0.10048242233517438,0.0,0.0,"Arrange a wardrobe left of a brown tv stand with glass doors. Finnally, add a brown tv stand with glass doors behind a pendant lamp."
bedroom,b090fa20-9b1c-4c5e-bcc4-e83c44cc84c2_Bedroom-15797,1,1,1.0,1.0,1.0,1.0,0,0.0,0.5326516877177643,0.5326516877177643,0.039667462912999996,0.039667462912999996,0.0,0.0,Position a grey and green children cabinet with drawers in front of a kids bed.
bedroom,b0fe48b1-d6b1-4854-ba04-111d22289522_MasterBedroom-13658,1,0,1.0,1.0,0.0,0.0,0,0.0,0.04555677841938026,0.04555677841938026,0.13016222405537217,0.13016222405537217,0.0,0.0,Place a black and gray ceiling lamp above a double bed.
bedroom,b13a4874-00a4-49a5-aa2d-e22d7d864b56_Bedroom-53437,1,1,1.0,1.0,1.0,1.0,0,0.0,0.3555949488387078,0.3555949488387078,0.02842194494930897,0.02842194494930897,0.0,0.0,Put a black metal-framed wardrobe with a door to the left of a black flower pendant lamp.
bedroom,b1fb2628-f260-4bee-8db1-6f4f10520a09_MasterBedroom-1096,2,1,0.5,1.0,0.0,1.0,1,2.7570857376151006,1.0632391017765086,0.3651395005482753,0.08368346295560941,0.08368346295560941,0.0,0.0,"Put a blue and white double bed with pillows below a black pendant lamp with a led light and a frame. Additionally, position a cabinet with shelves and a plant in front of a gray dressing table with a mirror and shoes."
bedroom,b28bad76-991d-4a95-9a37-2934374109e8_Bedroom-20397,1,1,1.0,1.0,1.0,1.0,0,0.0,0.5502907532914445,0.5502907532914445,0.028244842175699482,0.028244842175699482,0.0,0.0,Arrange a black and white double bed right of a black pendant lamp with metal rods.
bedroom,b2e0b670-b308-4817-b3b6-2a8b7312c18f_SecondBedroom-6261,2,1,1.0,1.0,1.0,1.0,0,0.0,0.19542157880257538,0.19542157880257538,0.17490420428400005,0.17490420428400005,0.0,0.0,"Hang a black circular pendant lamp with a metal frame in front of a grey wardrobe with drawers. Then, set up a double bed below a pendant lamp."
bedroom,b3560738-2e83-4f6f-9528-3f0a00c4c3b0_SecondBedroom-9923,1,1,1.0,1.0,1.0,1.0,0,0.0,0.35972069430082504,0.35972069430082504,0.09488527756629449,0.09488527756629449,0.0,0.0,Place a black and brown tv stand with drawers in front of a black double bed with cover and pillow.
bedroom,b45897de-6fe4-421c-b292-dfc31f3880ec_Bedroom-38427,1,1,1.0,1.0,1.0,1.0,0,0.0,0.47359110310641617,0.47359110310641617,0.11909536112828,0.11909536112828,0.0,0.0,Hang a black ceiling lamp with glass bulbs to the right of a nightstand.
bedroom,b84c594f-2408-4197-ada7-d058f6620cf3_SecondBedroom-48379,2,2,0.5,0.5,0.5,0.5,0,0.0,5.002375605526565,5.002375605526565,0.0,0.0,0.0,0.0,Position a pendant lamp with hanging balls behind a desk. And place a blue and white double bed with bedding and pillows in front of a wooden wardrobe with shelves and drawers.
bedroom,be762422-6294-499e-96fa-038dced9f5a8_Bedroom-74674,1,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Position a wooden pendant lamp with a wooden shade above a blue and gray double bed.
bedroom,c15e5b24-87ea-4729-a648-e406f048a25b_MasterBedroom-41843,2,2,0.5,1.0,0.5,1.0,1,1.3017858967450904,1.3474626778546783,0.45199755016668547,0.0,0.0,0.0,0.0,"Add a wooden wardrobe with glass doors closely behind a nightstand. Finnally, set up a gray double bed with brown pillows in front of a grey armchair."
bedroom,c1d1893e-86a3-4a1f-a0bb-1b5104461b5a_MasterBedroom-21047,1,1,1.0,1.0,1.0,1.0,0,0.0,0.07931747235041281,0.07931747235041281,0.07481997094993932,0.07481997094993932,0.0,0.0,Set up a pink and white double bed left of a wardrobe.
bedroom,c3a81890-b4f1-4944-96a1-318dff7f3980_MasterBedroom-34469,2,2,0.0,1.0,0.0,1.0,2,5.116784161458817,5.627498190674468,0.67585958287335,0.0,0.14812995285226296,0.0,0.0,"Put a wooden wardrobe with a circular door right of a grey and black double bed. Finnally, set up a wardrobe to the right of a dressing table with mirror."
bedroom,c3a81890-b4f1-4944-96a1-318dff7f3980_SecondBedroom-35274,2,1,1.0,1.0,1.0,1.0,0,0.0,0.17375291654465502,0.17375291654465502,0.0,0.0,0.0,0.0,"Arrange a pendant lamp above a double bed. Next, put a wardrobe behind a black and white double bed."
bedroom,c45c5b4c-5fca-43b2-9770-02cd174f24c2_SecondBedroom-66007,2,2,1.0,1.0,1.0,1.0,0,0.0,0.34296838762320037,0.34296838762320037,0.03966746291299996,0.03966746291299996,0.0,0.0,"Place a desk in front of a black and brown metal frame ceiling lamp. Then, set up a black double bed with cover and pillow to the right of a wardrobe with a door and drawers."
bedroom,c83c564f-ceb1-4cd0-b171-7eb26a283b24_MasterBedroom-6907,2,2,0.5,1.0,0.5,1.0,1,1.5913869778188723,1.175469099057728,0.4878783505703313,0.04203001305581641,0.09718631287781637,0.0,0.0,Set up a blue double bed with wooden headboard to the left of a grey metal stool. Place a grey metal stool to the right of a nightstand.
bedroom,ca0bdaff-4e3a-4677-a328-cfab693b37c4_MasterBedroom-9302,2,2,0.5,1.0,0.5,1.0,1,2.9842553513843026,2.9414802547901773,0.8425011316436066,0.0,0.0,0.0,0.0,"Add a grey double bed with headboard and pillows in front of a black and blue stool with a cover. Next, put a double bed left of a nightstand with three drawers."
bedroom,cb300b0a-3072-44a1-9f4d-dd75497ab9c5_MasterBedroom-3151,2,1,1.0,1.0,1.0,1.0,0,0.0,0.4972007719497522,0.4972007719497522,0.07848446917500003,0.07848446917500003,0.0,0.0,"Arrange a pendant lamp above a grey and brown double bed. Finnally, place a black and white pendant lamp with balls to the left of a wooden nightstand with a drawer."
bedroom,cbaa2bb7-048d-4939-9d36-77379f49cb98_SecondBedroom-13281,2,2,0.5,0.5,0.5,0.5,0,0.0,3.395721508134618,3.395721508134618,0.0,0.0,0.0,0.0,"Add a nightstand with drawers right of a blue and gray double bed. Then, arrange a blue and gray double bed to the right of a nightstand."
bedroom,ceabd33a-d3dd-4500-9f44-a65fb285bff2_MasterBedroom-74105,2,2,0.5,1.0,0.5,1.0,1,2.904776268002948,3.237170109462149,0.7085059597325314,0.2615543688054512,0.0,0.0,0.0,"Add a grey and brown double bed behind a brown and black wardrobe. Next, position a grey and brown double bed left of a nightstand."
bedroom,d099aa82-c37c-4c77-aa35-26f02862f55b_Bedroom-837,1,1,1.0,1.0,1.0,1.0,0,0.0,0.6085623901692142,0.6085623901692142,0.07611500686633736,0.07611500686633736,0.0,0.0,Set up a black nightstand with a drawer to the right of a wardrobe with drawers and doors.
bedroom,d3fec60e-f8d0-4cfe-abd8-041d0db2d509_SecondBedroom-24075,1,1,1.0,1.0,1.0,1.0,0,0.0,0.3906605326489701,0.3906605326489701,0.08570287554276074,0.08570287554276074,0.0,0.0,Set up a black pendant lamp with a shade behind a gray nightstand with two drawers.
bedroom,d8f50afc-d93f-49f8-9170-b7b9fe880152_Bedroom-22570,1,1,1.0,1.0,1.0,1.0,0,0.0,0.31698241281057604,0.31698241281057604,0.10921422374989787,0.10921422374989787,0.0,0.0,Place a silver and white pendant lamp with branches behind a nightstand with a lamp.
bedroom,db1bb23c-a728-4e9e-97b8-e98ffa8cb31b_MasterBedroom-40255,1,0,1.0,1.0,0.0,0.0,0,0.0,0.043298317685516764,0.043298317685516764,0.12370947910147648,0.12370947910147648,0.0,0.0,Set up a blue and white double bed below a black pendant lamp.
bedroom,dc270b69-a104-4f96-8676-e13d62b66cc0_SecondBedroom-9594,1,1,0.0,1.0,0.0,1.0,1,1.1645040702702552,1.1612200167820186,0.14822321371639932,0.033669574266436804,0.009950643668481968,0.0,0.0,Add a chair to the near right of a desk.
bedroom,dc80719c-65f0-4662-a25c-ce747612ed07_MasterBedroom-18517,2,2,0.0,0.0,0.0,0.0,0,0.0,10.028177070601094,10.028177070601094,0.0805059160031279,0.0805059160031279,0.0,0.0,"Position a coffee table closely in front of a chair. Next, install a modern pendant lamp with a metal ball in front of a blue lounge chair with a metal frame."
bedroom,e0f35822-09d8-453c-bf87-55f85387ad17_MasterBedroom-116808,1,1,1.0,1.0,1.0,1.0,0,0.0,0.3315352534017033,0.3315352534017033,0.19860659365275007,0.19860659365275007,0.0,0.0,Set up a grey and black double bed with headboard behind a grey nightstand with a drawer.
bedroom,e1bfc1be-b96b-43a3-9485-01a1ff78d9da_MasterBedroom-34912,2,2,0.5,0.5,0.5,0.5,0,0.0,5.188157307254363,5.188157307254363,0.16654009755325733,0.16654009755325733,0.0,0.0,"Position a wardrobe with clothes right of a grey double bed with headboard and pillows. Additionally, position a cabinet in front of a pendant lamp with metal cups."
bedroom,e2f3aa79-e130-445e-8773-b697ab77d9b8_SecondBedroom-3960,2,2,0.5,1.0,0.5,1.0,1,1.3063823970376023,1.7606174847691862,0.7035847519415384,0.253061835824,0.253061835824,0.0,0.0,"Position a gray wardrobe with doors and a drawer to the right of a grey and white nightstand with a magazine. Then, set up a nightstand behind a black single bed with a white sheet."
bedroom,e544c131-df87-4e5e-b889-75e6b89ae007_MasterBedroom-17206,2,2,0.0,0.0,0.0,0.0,0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,Put a black and gold tv stand with drawers to the left of a double bed. Position a brown dining chair with a bar stool in front of a silver pendant lamp with six lights.
bedroom,e5a6fc8c-aaa9-460b-bab3-8fcd9aaaf6e2_MasterBedroom-109561,1,1,1.0,1.0,1.0,1.0,0,0.0,0.5731455167599097,0.5731455167599097,0.03132050255099999,0.03132050255099999,0.0,0.0,Set up a wardrobe behind a grey tv stand with drawers.
bedroom,e5afb85b-f9b0-48dc-9fa6-cdd46d3193b6_SecondBedroom-30334,2,2,0.5,1.0,0.5,1.0,1,3.6847615511342307,3.970657753458319,0.9972553776215933,0.0,0.0,0.0,0.0,"Position a gray wardrobe with a door right of a grey single bed with a white pillow. Finnally, place a gray wardrobe with a door behind a brown nightstand with drawers."
bedroom,e859dbc0-b994-41be-8d51-9857389a0a74_Bedroom-54233,2,2,1.0,1.0,1.0,1.0,0,0.0,0.5154425729279025,0.5154425729279025,0.08851456862499996,0.08851456862499996,0.0,0.0,"Position a grey dressing table with a mirror in front of a black double bed with cover and pillow. Then, arrange a grey dressing table with a mirror closely to the left of a dressing chair."
bedroom,e8f14d6c-c37d-4ad2-9cf9-cdd57cdfe2b1_Bedroom-17102,1,1,1.0,1.0,1.0,1.0,0,0.0,0.3797277186393367,0.3797277186393367,0.0,0.0,0.0,0.0,Set up a gray wardrobe with shelves and drawers behind a double bed.
bedroom,ea107e07-4507-4189-aa07-445d944d5fce_MasterBedroom-40319,1,1,0.0,1.0,0.0,1.0,1,0.958507726488101,1.3186066022168161,0.44712481430248785,0.0979769401649546,0.020786339526129054,0.0,0.0,Place a black and white pendant lamp with a metal frame to the left of a double bed.
bedroom,eb41d9bd-e372-479c-9dc9-ea9f738bf9c4_MasterBedroom-28978,1,1,1.0,1.0,1.0,1.0,0,0.0,0.16219168930925604,0.16219168930925604,0.2503161715284866,0.2503161715284866,0.0,0.0,Put a grey and black double bed with headboard behind a wooden wardrobe with a strip of wood.
bedroom,ec8a5215-83a6-4325-ad7e-176c9c6f450f_MasterBedroom-392,2,1,0.5,1.0,0.0,1.0,1,1.311985997951099,1.093114783733128,0.1624383197541319,0.0,0.0,0.0,0.0,"Put a nightstand with two drawers to the left of a wooden wardrobe with a curtain. Then, place a brown and black double bed with a comforter below a silver circular ceiling lamp."
bedroom,ed41e047-ee12-4f00-8add-0ee6b95d1585_MasterBedroom-3712,2,2,0.5,1.0,0.5,1.0,1,1.1911000080726146,1.301055069879048,0.2907014588116156,0.06794854123331924,0.1610869990207499,0.0,0.0,"Place a black dining chair with a black frame behind a black pendant lamp with dots. Next, add a black pendant lamp with dots in front of an office desk with drawers."
bedroom,ef17e0e8-f83d-466e-9a2c-096d97599757_MasterBedroom-1446,1,1,0.0,1.0,0.0,1.0,1,0.6753851526063022,0.6840135310228761,0.10401251759733572,0.05133228367022705,0.05133228367022705,0.0,0.0,Place a black plastic stool with holes right of a black pendant lamp with a white shade.
bedroom,f0f07050-6651-4075-b2b2-5922d677247e_SecondBedroom-6847,1,1,0.0,0.0,0.0,0.0,0,0.0,5.0950169350806505,5.0950169350806505,0.27147695737328714,0.27147695737328714,0.0,0.0,Arrange a pink and white hello kitty children cabinet to the left of a kids bunk bed with ladder and bed.
bedroom,f7a3bd11-edb2-41ee-b15c-79730eba86b1_MasterBedroom-12183,1,1,0.0,0.0,0.0,0.0,0,0.0,5.037548994673869,5.037548994673869,0.10728284192533935,0.10728284192533935,0.0,0.0,Set up a wooden coffee table with two boxes right of a desk with a drawer and a shelf.
bedroom,f9b7f141-b314-441a-8d8d-ba7a0227a483_Bedroom-8136,2,1,1.0,1.0,1.0,1.0,0,0.0,0.25282921882739184,0.25282921882739184,0.03484540163380899,0.03484540163380899,0.0,0.0,"Add a circular ceiling lamp above a double bed. Then, position a circular ceiling lamp behind a wooden wardrobe with doors."
bedroom,fd2905d1-64c4-4550-a118-3a5a9881c093_MasterBedroom-24714,2,2,0.5,1.0,0.5,1.0,1,0.8760565366833571,1.0533900429353429,0.2785011281452432,0.0,0.0,0.0,0.0,"Position a pendant lamp in front of a wardrobe. Finnally, put a blue double bed with wooden headboard right of a black and gold tv stand with drawers."
bedroom,ff507d6c-aab0-476e-9f58-1f765cb8956e_Bedroom-13858,1,1,1.0,1.0,1.0,1.0,0,0.0,0.3618260958932853,0.3618260958932853,0.0,0.0,0.0,0.0,Add a yellow and white double bed to the right of a nightstand.
bedroom,ffd98024-7200-429e-8b9a-1234a5937826_MasterBedroom-118,1,0,1.0,1.0,0.0,0.0,0,0.0,0.06655464413675001,0.06655464413675001,0.19015612610500005,0.19015612610500005,0.0,0.0,Position a brown double bed with headboard and pillows below a black and gold pendant lamp with four lights.
livingroom,0047c3ab-951b-4182-9082-b9fbf099c142_LivingDiningRoom-2065,1,1,0.0,1.0,0.0,1.0,1,0.47224046764545996,0.5329902308826009,0.19223235270392863,0.016389270104876546,0.0,0.0,0.0,Place a black round dining table with a circular base closely behind a dining chair.
livingroom,00ecd021-64bb-4bc4-b754-1796d2a12965_LivingDiningRoom-84752,1,1,1.0,1.0,1.0,1.0,0,0.0,0.21066204043570277,0.21066204043570277,0.014654324939910939,0.014654324939910939,0.0,0.0,"Place a multi seat sofa in front of a gray dining chair. Next, put a tv stand right of a gray multi-seat sofa with pillows."
livingroom,016e8e9e-143b-4f12-9679-3ca930a1b6d6_LivingDiningRoom-34678,1,1,0.0,1.0,0.0,1.0,1,3.6076919828386522,3.456784534038721,0.46486363642818845,0.07697313853585767,0.07697313853585767,0.0,0.0,Set up a black corner side table with a round top behind a black coffee table.
livingroom,0220df39-8356-4ba5-8f26-4f385afa2cae_LivingRoom-37659,0,0,0.0,0.0,0.0,0.0,0,0.0,0.017581690974908595,0.017581690974908595,0.050233402785453136,0.050233402785453136,0.0,0.0,Add a grey armchair with a pillow to the left of a grey multi-seat sofa with pillows.
livingroom,04f0aee8-b117-434b-bcd2-a78766f49106_LivingDiningRoom-14873,1,0,1.0,1.0,0.0,0.0,0,0.0,0.06530593729082611,0.06530593729082611,0.18658839225950316,0.18658839225950316,0.0,0.0,Place a pendant lamp with metal rods above a wooden dining chair.
livingroom,07ad11b9-796b-46b0-8ad5-6ff44ad7c945_LivingRoom-1520,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Position a patterned dining chair behind a multi-seat sofa with pillows. Additionally, set up a multi-seat sofa with pillows to the left of a black tv stand with holes."
livingroom,08c22a05-81e2-41f4-8e22-c707aa082bdd_LivingRoom-17951,1,0,1.0,1.0,0.0,0.0,0,0.0,0.011129006624400003,0.011129006624400003,0.03179716178400001,0.03179716178400001,0.0,0.0,Put a metal pendant lamp with a hanging rod above a black coffee table with drawers.
livingroom,0967e330-aa37-41d5-af14-04c9e8ea820c_LivingDiningRoom-629,2,2,0.5,0.5,0.5,0.5,0,0.0,5.623317408993197,5.623317408993197,0.026949539049109305,0.026949539049109305,0.0,0.0,"Place an l shaped sofa behind a grey marble desk. Then, position a wine cabinet with shelves in front of a lounge chair."
livingroom,0ab72fdf-ba1b-4df5-8df2-6efcfa7bb53a_LivingRoom-71071,2,2,0.5,1.0,0.5,1.0,1,2.897814365837867,3.0721461293759846,0.4945899492167854,0.04141206907039678,0.03491953445824138,0.0,0.0,"Put a tv stand to the left of a black and white pendant lamp with a metal frame. Finnally, add a grey tv stand with drawers behind a green upholstered dining chair."
livingroom,0b6a7b14-07ce-4276-b2e7-a17d9e0b7a9d_LivingDiningRoom-2954,1,1,1.0,1.0,1.0,1.0,0,0.0,0.5777790981863956,0.5777790981863956,0.0,0.0,0.0,0.0,Arrange a black dining table with wooden top in front of a black bookshelf with compartments.
livingroom,0be73303-6270-482d-be06-528c07da02fb_LivingDiningRoom-1701,2,1,1.0,1.0,1.0,1.0,0,0.0,0.22316642765092065,0.22316642765092065,0.060136176410275244,0.060136176410275244,0.0,0.0,"Add a pendant lamp in front of a brown tv stand. Finnally, place a black circular dining table below a pendant lamp."
livingroom,0c1f82d4-6aa2-401f-ae0d-f053a024aa3b_LivingDiningRoom-248,2,1,0.5,1.0,0.0,1.0,1,1.387597371041884,1.2159345204053915,0.22040443417865324,0.051971498430634644,0.13969357043893482,0.0,0.0,"Arrange a black dining table with four legs to the left of a dining chair. Finnally, install a black pendant lamp with a shade above a dining table."
livingroom,0c537cc6-59c6-46d1-a865-f5424003bc48_LivingDiningRoom-270,2,2,0.5,1.0,0.5,1.0,1,0.8435340423377015,1.2875555790254418,0.19518633059853474,0.0,0.0,0.0,0.0,Place a dining table to the right of a coffee table. Put a coffee table left of a black dining chair with a black frame.
livingroom,0eb7a684-6a4e-4e9f-807c-c0e0384deb3d_LivingDiningRoom-48663,1,1,1.0,1.0,1.0,1.0,0,0.0,0.32321750917627007,0.32321750917627007,0.1265852957825501,0.1265852957825501,0.0,0.0,Position a tv stand to the right of a black and white tufted stool with silver studs.
livingroom,0f126d75-6db7-48fb-a514-909ecbe11964_LivingDiningRoom-21832,1,1,0.0,1.0,0.0,1.0,1,2.0380375626129665,2.0047655662576425,0.2652823788457505,0.16196156718030194,0.04490820380627018,0.0,0.0,Add a blue dining table with a wooden top behind a blue plaid upholstered dining chair. Place a metal corner side table to the left of a blue multi-seat sofa.
livingroom,0f2b5258-2413-47c4-bbf6-106a74c1e1da_LivingDiningRoom-9790,0,0,0.0,0.0,0.0,0.0,0,0.0,0.06880737834249998,0.06880737834249998,0.19659250954999996,0.19659250954999996,0.0,0.0,Set up a floral multi-seat sofa left of a coffee table.
