room,scene_index,scene_uid,evaluation_uid,target_relation_count,floor_mesh_gate_available,floor_repair_accepted,random_accepted,random_available,cwgcp_accepted,cwgcp_runtime_seconds,cwgcp_unresolved_relations,cwgcp_selected_source,baseline_mesh_collision_pairs,floor_prior_mesh_collision_pairs,cwgcp_mesh_collision_pairs,baseline_satisfied,baseline_total,baseline_accuracy,baseline_obb_collision_pairs,baseline_obb_overlap_area,baseline_total_movement,baseline_max_movement,baseline_edited_objects,floor_prior_satisfied,floor_prior_total,floor_prior_accuracy,floor_prior_obb_collision_pairs,floor_prior_obb_overlap_area,floor_prior_total_movement,floor_prior_max_movement,floor_prior_edited_objects,random_satisfied,random_total,random_accuracy,random_obb_collision_pairs,random_obb_overlap_area,random_total_movement,random_max_movement,random_edited_objects,cwgcp_satisfied,cwgcp_total,cwgcp_accuracy,cwgcp_obb_collision_pairs,cwgcp_obb_overlap_area,cwgcp_total_movement,cwgcp_max_movement,cwgcp_edited_objects,generic_satisfied,generic_total,generic_accuracy,generic_obb_collision_pairs,generic_obb_overlap_area,generic_total_movement,generic_max_movement,generic_edited_objects
bedroom,101,905ccf24-697b-4bb5-8c53-def619d16327_Bedroom-5215,bedroom_sgdiffusion_vq_objfeat_epoch_01999_relation_aware_parsed_floor_prior_max1.8_mesh_p2_close0.75_far1.6_eval_cfg1.0_1.0.json::905ccf24-697b-4bb5-8c53-def619d16327_Bedroom-5215,2,True,True,False,True,False,0.0011204999973415397,2,baseline_rollback,1.0,1.0,1.0,0,2,0.0,2,0.2992936546810935,0.0,0.0,0,0,2,0.0,2,0.2992936546810935,0.0,0.0,0,0,2,0.0,2,0.2992936546810935,0.0,0.0,0,0,2,0.0,2,0.2992936546810935,0.0,0.0,0,0,2,0.0,2,0.2992936546810935,0.0,0.0,0
bedroom,102,93b46a6a-9703-4487-a125-89972c1e6a4a_MasterBedroom-12479,bedroom_sgdiffusion_vq_objfeat_epoch_01999_relation_aware_parsed_floor_prior_max1.8_mesh_p2_close0.75_far1.6_eval_cfg1.0_1.0.json::93b46a6a-9703-4487-a125-89972c1e6a4a_MasterBedroom-12479,1,True,True,False,True,False,0.0011554000011528842,1,baseline_rollback,2.0,2.0,2.0,0,1,0.0,5,1.3335464013582166,0.0,0.0,0,0,1,0.0,5,1.3335464013582166,0.0,0.0,0,0,1,0.0,5,1.3335464013582166,0.0,0.0,0,0,1,0.0,5,1.3335464013582166,0.0,0.0,0,0,1,0.0,5,1.3335464013582166,0.0,0.0,0
bedroom,103,97980fab-7bf0-4887-9fa9-68cc9138c717_SecondBedroom-37794,bedroom_sgdiffusion_vq_objfeat_epoch_01999_relation_aware_parsed_floor_prior_max1.8_mesh_p2_close0.75_far1.6_eval_cfg1.0_1.0.json::97980fab-7bf0-4887-9fa9-68cc9138c717_SecondBedroom-37794,2,True,True,False,True,False,0.0011760000052163377,1,baseline_rollback,1.0,1.0,1.0,1,2,0.5,3,0.28962718254367953,0.0,0.0,0,1,2,0.5,3,0.28962718254367953,0.0,0.0,0,1,2,0.5,3,0.28962718254367953,0.0,0.0,0,1,2,0.5,3,0.28962718254367953,0.0,0.0,0,1,2,0.5,3,0.28962718254367953,0.0,0.0,0
bedroom,104,98a1fc47-1484-4dd6-840b-da2d38206db2_SecondBedroom-69017,bedroom_sgdiffusion_vq_objfeat_epoch_01999_relation_aware_parsed_floor_prior_max1.8_mesh_p2_close0.75_far1.6_eval_cfg1.0_1.0.json::98a1fc47-1484-4dd6-840b-da2d38206db2_SecondBedroom-69017,2,True,True,False,True,False,0.0012361999979475513,0,baseline_rollback,1.0,1.0,1.0,1,2,0.5,7,1.6352568343070861,0.0,0.0,0,1,2,0.5,7,1.6352568343070861,0.0,0.0,0,1,2,0.5,7,1.6352568343070861,0.0,0.0,0,1,2,0.5,7,1.6352568343070861,0.0,0.0,0,1,2,0.5,7,1.6352568343070861,0.0,0.0,0
bedroom,105,9e9c7c48-a631-4ded-a271-7dd697faf0dc_MasterBedroom-1615,bedroom_sgdiffusion_vq_objfeat_epoch_01999_relation_aware_parsed_floor_prior_max1.8_mesh_p2_close0.75_far1.6_eval_cfg1.0_1.0.json::9e9c7c48-a631-4ded-a271-7dd697faf0dc_MasterBedroom-1615,1,True,True,False,True,False,0.0005356999972718768,1,baseline_rollback,0.0,0.0,0.0,1,1,1.0,1,0.08488659756300011,0.0,0.0,0,1,1,1.0,1,0.08488659756300011,0.0,0.0,0,1,1,1.0,1,0.08488659756300011,0.0,0.0,0,1,1,1.0,1,0.08488659756300011,0.0,0.0,0,1,1,1.0,1,0.08488659756300011,0.0,0.0,0
bedroom,106,9fc84985-1955-4003-83ef-43970b1418a2_MasterBedroom-8979,bedroom_sgdiffusion_vq_objfeat_epoch_01999_relation_aware_parsed_floor_prior_max1.8_mesh_p2_close0.75_far1.6_eval_cfg1.0_1.0.json::9fc84985-1955-4003-83ef-43970b1418a2_MasterBedroom-8979,1,True,True,False,True,False,0.0010584999981801957,0,baseline_rollback,2.0,2.0,2.0,1,1,1.0,3,0.8989138054976389,0.0,0.0,0,1,1,1.0,3,0.8989138054976389,0.0,0.0,0,1,1,1.0,3,0.8989138054976389,0.0,0.0,0,1,1,1.0,3,0.8989138054976389,0.0,0.0,0,1,1,1.0,3,0.8989138054976389,0.0,0.0,0
bedroom,107,a13cbe28-97b9-48de-b617-70d6f4f50943_MasterBedroom-6631,bedroom_sgdiffusion_vq_objfeat_epoch_01999_relation_aware_parsed_floor_prior_max1.8_mesh_p2_close0.75_far1.6_eval_cfg1.0_1.0.json::a13cbe28-97b9-48de-b617-70d6f4f50943_MasterBedroom-6631,1,True,True,False,True,False,0.0006925999987288378,0,baseline_rollback,0.0,0.0,0.0,1,1,1.0,1,0.3189385667520003,0.0,0.0,0,1,1,1.0,1,0.3189385667520003,0.0,0.0,0,1,1,1.0,1,0.3189385667520003,0.0,0.0,0,1,1,1.0,1,0.3189385667520003,0.0,0.0,0,1,1,1.0,1,0.3189385667520003,0.0,0.0,0
bedroom,108,a19f2445-1678-4c98-a26d-fce8c3ee5320_MasterBedroom-58086,bedroom_sgdiffusion_vq_objfeat_epoch_01999_relation_aware_parsed_floor_prior_max1.8_mesh_p2_close0.75_far1.6_eval_cfg1.0_1.0.json::a19f2445-1678-4c98-a26d-fce8c3ee5320_MasterBedroom-58086,2,True,True,False,True,False,0.0007785000052535906,0,baseline_rollback,1.0,1.0,1.0,2,2,1.0,4,0.14710224068235866,0.0,0.0,0,2,2,1.0,4,0.14710224068235866,0.0,0.0,0,2,2,1.0,4,0.14710224068235866,0.0,0.0,0,2,2,1.0,4,0.14710224068235866,0.0,0.0,0,2,2,1.0,4,0.14710224068235866,0.0,0.0,0
bedroom,109,a35d3d15-332d-4e0c-833e-3c1c476edddc_MasterBedroom-34041,bedroom_sgdiffusion_vq_objfeat_epoch_01999_relation_aware_parsed_floor_prior_max1.8_mesh_p2_close0.75_far1.6_eval_cfg1.0_1.0.json::a35d3d15-332d-4e0c-833e-3c1c476edddc_MasterBedroom-34041,1,True,True,True,True,True,0.04391649999888614,0,warm_start,2.0,2.0,2.0,0,1,0.0,3,0.9905541177915105,0.0,0.0,0,1,1,1.0,3,0.9905541177915105,0.3508845265071011,0.3508845265071011,1,0,1,0.0,3,0.9905541177915105,0.3508845265071011,0.3508845265071011,1,1,1,1.0,3,0.9905541177915105,0.3508845265071011,0.3508845265071011,1,1,1,1.0,3,0.9905541177915105,0.3508845265071011,0.3508845265071011,1
bedroom,110,a44fb825-f9fd-4e1a-beb5-da0322f81ed0_MasterBedroom-63654,bedroom_sgdiffusion_vq_objfeat_epoch_01999_relation_aware_parsed_floor_prior_max1.8_mesh_p2_close0.75_far1.6_eval_cfg1.0_1.0.json::a44fb825-f9fd-4e1a-beb5-da0322f81ed0_MasterBedroom-63654,1,True,True,False,True,False,0.0006351000047288835,0,baseline_rollback,0.0,0.0,0.0,1,1,1.0,0,0.0,0.0,0.0,0,1,1,1.0,0,0.0,0.0,0.0,0,1,1,1.0,0,0.0,0.0,0.0,0,1,1,1.0,0,0.0,0.0,0.0,0,1,1,1.0,0,0.0,0.0,0.0,0
bedroom,111,a4515359-59cb-46d6-9914-c54de45598a5_Bedroom-21085,bedroom_sgdiffusion_vq_objfeat_epoch_01999_relation_aware_parsed_floor_prior_max1.8_mesh_p2_close0.75_far1.6_eval_cfg1.0_1.0.json::a4515359-59cb-46d6-9914-c54de45598a5_Bedroom-21085,1,True,True,False,True,False,0.0007654000000911765,0,baseline_rollback,1.0,1.0,1.0,1,1,1.0,3,0.4581366437621064,0.0,0.0,0,1,1,1.0,3,0.4581366437621064,0.0,0.0,0,1,1,1.0,3,0.4581366437621064,0.0,0.0,0,1,1,1.0,3,0.4581366437621064,0.0,0.0,0,1,1,1.0,3,0.4581366437621064,0.0,0.0,0
bedroom,112,a4f761bc-191d-4d56-b2f5-01f9de5716bd_Bedroom-13675,bedroom_sgdiffusion_vq_objfeat_epoch_01999_relation_aware_parsed_floor_prior_max1.8_mesh_p2_close0.75_far1.6_eval_cfg1.0_1.0.json::a4f761bc-191d-4d56-b2f5-01f9de5716bd_Bedroom-13675,1,True,True,False,True,False,0.000672800000756979,1,baseline_rollback,0.0,0.0,0.0,0,1,0.0,1,0.6905182993759995,0.0,0.0,0,0,1,0.0,1,0.6905182993759995,0.0,0.0,0,0,1,0.0,1,0.6905182993759995,0.0,0.0,0,0,1,0.0,1,0.6905182993759995,0.0,0.0,0,0,1,0.0,1,0.6905182993759995,0.0,0.0,0
bedroom,113,a591afd1-fc8b-4224-a2bf-b36ecb44aa18_MasterBedroom-32488,bedroom_sgdiffusion_vq_objfeat_epoch_01999_relation_aware_parsed_floor_prior_max1.8_mesh_p2_close0.75_far1.6_eval_cfg1.0_1.0.json::a591afd1-fc8b-4224-a2bf-b36ecb44aa18_MasterBedroom-32488,2,True,True,False,True,False,0.0012515999987954274,1,baseline_rollback,2.0,2.0,2.0,1,2,0.5,4,0.7535137406322758,0.0,0.0,0,1,2,0.5,4,0.7535137406322758,0.0,0.0,0,1,2,0.5,4,0.7535137406322758,0.0,0.0,0,1,2,0.5,4,0.7535137406322758,0.0,0.0,0,1,2,0.5,4,0.7535137406322758,0.0,0.0,0
bedroom,114,a6704fd9-02c2-42a6-875c-723b26a8048a_MasterBedroom-45545,bedroom_sgdiffusion_vq_objfeat_epoch_01999_relation_aware_parsed_floor_prior_max1.8_mesh_p2_close0.75_far1.6_eval_cfg1.0_1.0.json::a6704fd9-02c2-42a6-875c-723b26a8048a_MasterBedroom-45545,1,True,True,False,True,False,0.0008085000008577481,0,baseline_rollback,0.0,0.0,0.0,1,1,1.0,1,0.9449589680999992,0.0,0.0,0,1,1,1.0,1,0.9449589680999992,0.0,0.0,0,1,1,1.0,1,0.9449589680999992,0.0,0.0,0,1,1,1.0,1,0.9449589680999992,0.0,0.0,0,1,1,1.0,1,0.9449589680999992,0.0,0.0,0
bedroom,115,ad428fbd-a2cf-4693-a858-e5e64ba48026_Bedroom-18759,bedroom_sgdiffusion_vq_objfeat_epoch_01999_relation_aware_parsed_floor_prior_max1.8_mesh_p2_close0.75_far1.6_eval_cfg1.0_1.0.json::ad428fbd-a2cf-4693-a858-e5e64ba48026_Bedroom-18759,1,True,True,True,True,False,0.01764040000125533,0,baseline_rollback,0.0,0.0,0.0,1,1,1.0,2,0.6644470466911314,0.0,0.0,0,1,1,1.0,2,0.6644470466911314,0.48387399655274893,0.48387399655274893,1,1,1,1.0,2,0.6644470466911313,0.48387399655274893,0.48387399655274893,1,1,1,1.0,2,0.6644470466911314,0.0,0.0,0,1,1,1.0,2,0.6644470466911314,0.0,0.0,0
bedroom,116,af04306f-ef15-4b0a-ba75-1e499b3f3ccd_MasterBedroom-29436,bedroom_sgdiffusion_vq_objfeat_epoch_01999_relation_aware_parsed_floor_prior_max1.8_mesh_p2_close0.75_far1.6_eval_cfg1.0_1.0.json::af04306f-ef15-4b0a-ba75-1e499b3f3ccd_MasterBedroom-29436,2,True,False,False,True,False,0.0012665000031120144,0,baseline_rollback,1.0,1.0,1.0,1,2,0.5,3,1.6654943291123423,0.0,0.0,0,1,2,0.5,3,1.6654943291123423,0.0,0.0,0,1,2,0.5,3,1.6654943291123423,0.0,0.0,0,1,2,0.5,3,1.6654943291123423,0.0,0.0,0,1,2,0.5,3,1.6654943291123423,0.0,0.0,0
bedroom,117,b090fa20-9b1c-4c5e-bcc4-e83c44cc84c2_Bedroom-15797,bedroom_sgdiffusion_vq_objfeat_epoch_01999_relation_aware_parsed_floor_prior_max1.8_mesh_p2_close0.75_far1.6_eval_cfg1.0_1.0.json::b090fa20-9b1c-4c5e-bcc4-e83c44cc84c2_Bedroom-15797,1,True,True,False,True,False,0.001084600000467617,0,baseline_rollback,3.0,3.0,3.0,1,1,1.0,4,0.7286108119603163,0.0,0.0,0,1,1,1.0,4,0.7286108119603163,0.0,0.0,0,1,1,1.0,4,0.7286108119603163,0.0,0.0,0,1,1,1.0,4,0.7286108119603163,0.0,0.0,0,1,1,1.0,4,0.7286108119603163,0.0,0.0,0
bedroom,118,b0fe48b1-d6b1-4854-ba04-111d22289522_MasterBedroom-13658,bedroom_sgdiffusion_vq_objfeat_epoch_01999_relation_aware_parsed_floor_prior_max1.8_mesh_p2_close0.75_far1.6_eval_cfg1.0_1.0.json::b0fe48b1-d6b1-4854-ba04-111d22289522_MasterBedroom-13658,1,True,True,False,True,False,0.0005984000017633662,1,baseline_rollback,0.0,0.0,0.0,1,1,1.0,1,0.77598418924,0.0,0.0,0,1,1,1.0,1,0.77598418924,0.0,0.0,0,1,1,1.0,1,0.77598418924,0.0,0.0,0,1,1,1.0,1,0.77598418924,0.0,0.0,0,1,1,1.0,1,0.77598418924,0.0,0.0,0
bedroom,119,b13a4874-00a4-49a5-aa2d-e22d7d864b56_Bedroom-53437,bedroom_sgdiffusion_vq_objfeat_epoch_01999_relation_aware_parsed_floor_prior_max1.8_mesh_p2_close0.75_far1.6_eval_cfg1.0_1.0.json::b13a4874-00a4-49a5-aa2d-e22d7d864b56_Bedroom-53437,1,True,True,False,True,False,0.0007590999957756139,0,baseline_rollback,0.0,0.0,0.0,1,1,1.0,3,1.0171208877925741,0.0,0.0,0,1,1,1.0,3,1.0171208877925741,0.0,0.0,0,1,1,1.0,3,1.0171208877925741,0.0,0.0,0,1,1,1.0,3,1.0171208877925741,0.0,0.0,0,1,1,1.0,3,1.0171208877925741,0.0,0.0,0
bedroom,120,b1fb2628-f260-4bee-8db1-6f4f10520a09_MasterBedroom-1096,bedroom_sgdiffusion_vq_objfeat_epoch_01999_relation_aware_parsed_floor_prior_max1.8_mesh_p2_close0.75_far1.6_eval_cfg1.0_1.0.json::b1fb2628-f260-4bee-8db1-6f4f10520a09_MasterBedroom-1096,2,True,True,False,True,False,0.0019126999977743253,1,baseline_rollback,2.0,2.0,2.0,1,2,0.5,7,0.6402265592847441,0.0,0.0,0,1,2,0.5,7,0.6402265592847441,0.0,0.0,0,1,2,0.5,7,0.6402265592847441,0.0,0.0,0,1,2,0.5,7,0.6402265592847441,0.0,0.0,0,1,2,0.5,7,0.6402265592847441,0.0,0.0,0
bedroom,121,b28bad76-991d-4a95-9a37-2934374109e8_Bedroom-20397,bedroom_sgdiffusion_vq_objfeat_epoch_01999_relation_aware_parsed_floor_prior_max1.8_mesh_p2_close0.75_far1.6_eval_cfg1.0_1.0.json::b28bad76-991d-4a95-9a37-2934374109e8_Bedroom-20397,1,True,True,True,True,False,0.03785019999486394,0,baseline_rollback,1.0,0.0,1.0,1,1,1.0,6,0.6604978160225896,0.0,0.0,0,1,1,1.0,5,0.7022790670452783,0.25211933005158843,0.25211933005158843,1,1,1,1.0,6,0.655865728630655,0.25211933005158843,0.25211933005158843,1,1,1,1.0,6,0.6604978160225896,0.0,0.0,0,1,1,1.0,6,0.6604978160225896,0.0,0.0,0
bedroom,122,b2e0b670-b308-4817-b3b6-2a8b7312c18f_SecondBedroom-6261,bedroom_sgdiffusion_vq_objfeat_epoch_01999_relation_aware_parsed_floor_prior_max1.8_mesh_p2_close0.75_far1.6_eval_cfg1.0_1.0.json::b2e0b670-b308-4817-b3b6-2a8b7312c18f_SecondBedroom-6261,2,True,True,False,True,False,0.0006127999949967489,1,baseline_rollback,0.0,0.0,0.0,2,2,1.0,2,0.7043277121034417,0.0,0.0,0,2,2,1.0,2,0.7043277121034417,0.0,0.0,0,2,2,1.0,2,0.7043277121034417,0.0,0.0,0,2,2,1.0,2,0.7043277121034417,0.0,0.0,0,2,2,1.0,2,0.7043277121034417,0.0,0.0,0
bedroom,123,b3560738-2e83-4f6f-9528-3f0a00c4c3b0_SecondBedroom-9923,bedroom_sgdiffusion_vq_objfeat_epoch_01999_relation_aware_parsed_floor_prior_max1.8_mesh_p2_close0.75_far1.6_eval_cfg1.0_1.0.json::b3560738-2e83-4f6f-9528-3f0a00c4c3b0_SecondBedroom-9923,1,True,True,False,True,False,0.0006381999992299825,0,baseline_rollback,0.0,0.0,0.0,1,1,1.0,1,0.4367451916399999,0.0,0.0,0,1,1,1.0,1,0.4367451916399999,0.0,0.0,0,1,1,1.0,1,0.4367451916399999,0.0,0.0,0,1,1,1.0,1,0.4367451916399999,0.0,0.0,0,1,1,1.0,1,0.4367451916399999,0.0,0.0,0
bedroom,124,b45897de-6fe4-421c-b292-dfc31f3880ec_Bedroom-38427,bedroom_sgdiffusion_vq_objfeat_epoch_01999_relation_aware_parsed_floor_prior_max1.8_mesh_p2_close0.75_far1.6_eval_cfg1.0_1.0.json::b45897de-6fe4-421c-b292-dfc31f3880ec_Bedroom-38427,1,True,True,False,True,False,0.0008562000002712011,0,baseline_rollback,0.0,0.0,0.0,1,1,1.0,4,0.858495535228763,0.0,0.0,0,1,1,1.0,4,0.858495535228763,0.0,0.0,0,1,1,1.0,4,0.858495535228763,0.0,0.0,0,1,1,1.0,4,0.858495535228763,0.0,0.0,0,1,1,1.0,4,0.858495535228763,0.0,0.0,0
bedroom,125,b84c594f-2408-4197-ada7-d058f6620cf3_SecondBedroom-48379,bedroom_sgdiffusion_vq_objfeat_epoch_01999_relation_aware_parsed_floor_prior_max1.8_mesh_p2_close0.75_far1.6_eval_cfg1.0_1.0.json::b84c594f-2408-4197-ada7-d058f6620cf3_SecondBedroom-48379,2,True,True,False,True,False,0.001116299994464498,1,baseline_rollback,0.0,0.0,0.0,1,2,0.5,3,0.3960691235686117,0.0,0.0,0,1,2,0.5,3,0.3960691235686117,0.0,0.0,0,1,2,0.5,3,0.3960691235686117,0.0,0.0,0,1,2,0.5,3,0.3960691235686117,0.0,0.0,0,1,2,0.5,3,0.3960691235686117,0.0,0.0,0
bedroom,126,be762422-6294-499e-96fa-038dced9f5a8_Bedroom-74674,bedroom_sgdiffusion_vq_objfeat_epoch_01999_relation_aware_parsed_floor_prior_max1.8_mesh_p2_close0.75_far1.6_eval_cfg1.0_1.0.json::be762422-6294-499e-96fa-038dced9f5a8_Bedroom-74674,1,True,True,False,True,False,0.001991600001929328,1,baseline_rollback,1.0,1.0,1.0,0,1,0.0,2,0.36009193255097877,0.0,0.0,0,0,1,0.0,2,0.36009193255097877,0.0,0.0,0,0,1,0.0,2,0.36009193255097877,0.0,0.0,0,0,1,0.0,2,0.36009193255097877,0.0,0.0,0,0,1,0.0,2,0.36009193255097877,0.0,0.0,0
bedroom,127,c15e5b24-87ea-4729-a648-e406f048a25b_MasterBedroom-41843,bedroom_sgdiffusion_vq_objfeat_epoch_01999_relation_aware_parsed_floor_prior_max1.8_mesh_p2_close0.75_far1.6_eval_cfg1.0_1.0.json::c15e5b24-87ea-4729-a648-e406f048a25b_MasterBedroom-41843,2,True,True,True,True,False,0.04312899999786168,0,baseline_rollback,1.0,1.0,1.0,1,2,0.5,4,0.07378777535820086,0.0,0.0,0,1,2,0.5,4,0.2091252458413091,0.30814489654179367,0.30814489654179367,1,1,2,0.5,3,0.06240318411624088,0.30814489654179367,0.30814489654179367,1,1,2,0.5,4,0.07378777535820086,0.0,0.0,0,1,2,0.5,4,0.07378777535820086,0.0,0.0,0
bedroom,128,c1d1893e-86a3-4a1f-a0bb-1b5104461b5a_MasterBedroom-21047,bedroom_sgdiffusion_vq_objfeat_epoch_01999_relation_aware_parsed_floor_prior_max1.8_mesh_p2_close0.75_far1.6_eval_cfg1.0_1.0.json::c1d1893e-86a3-4a1f-a0bb-1b5104461b5a_MasterBedroom-21047,1,True,True,False,True,False,0.0005579999997280538,0,baseline_rollback,0.0,0.0,0.0,1,1,1.0,1,0.29927988379975723,0.0,0.0,0,1,1,1.0,1,0.29927988379975723,0.0,0.0,0,1,1,1.0,1,0.29927988379975723,0.0,0.0,0,1,1,1.0,1,0.29927988379975723,0.0,0.0,0,1,1,1.0,1,0.29927988379975723,0.0,0.0,0
bedroom,129,c3a81890-b4f1-4944-96a1-318dff7f3980_MasterBedroom-34469,bedroom_sgdiffusion_vq_objfeat_epoch_01999_relation_aware_parsed_floor_prior_max1.8_mesh_p2_close0.75_far1.6_eval_cfg1.0_1.0.json::c3a81890-b4f1-4944-96a1-318dff7f3980_MasterBedroom-34469,2,True,True,False,True,False,0.001087000004190486,0,baseline_rollback,0.0,0.0,0.0,0,2,0.0,2,0.21717080505541006,0.0,0.0,0,0,2,0.0,2,0.21717080505541006,0.0,0.0,0,0,2,0.0,2,0.21717080505541006,0.0,0.0,0,0,2,0.0,2,0.21717080505541006,0.0,0.0,0,0,2,0.0,2,0.21717080505541006,0.0,0.0,0
bedroom,130,c3a81890-b4f1-4944-96a1-318dff7f3980_SecondBedroom-35274,bedroom_sgdiffusion_vq_objfeat_epoch_01999_relation_aware_parsed_floor_prior_max1.8_mesh_p2_close0.75_far1.6_eval_cfg1.0_1.0.json::c3a81890-b4f1-4944-96a1-318dff7f3980_SecondBedroom-35274,2,True,True,False,True,False,0.0008901000037440099,1,baseline_rollback,2.0,2.0,2.0,2,2,1.0,3,0.48129313570369264,0.0,0.0,0,2,2,1.0,3,0.48129313570369264,0.0,0.0,0,2,2,1.0,3,0.48129313570369264,0.0,0.0,0,2,2,1.0,3,0.48129313570369264,0.0,0.0,0,2,2,1.0,3,0.48129313570369264,0.0,0.0,0
bedroom,131,c45c5b4c-5fca-43b2-9770-02cd174f24c2_SecondBedroom-66007,bedroom_sgdiffusion_vq_objfeat_epoch_01999_relation_aware_parsed_floor_prior_max1.8_mesh_p2_close0.75_far1.6_eval_cfg1.0_1.0.json::c45c5b4c-5fca-43b2-9770-02cd174f24c2_SecondBedroom-66007,2,True,True,False,True,False,0.0009362999990116805,0,baseline_rollback,0.0,0.0,0.0,2,2,1.0,3,0.22920577655806743,0.0,0.0,0,2,2,1.0,3,0.22920577655806743,0.0,0.0,0,2,2,1.0,3,0.22920577655806743,0.0,0.0,0,2,2,1.0,3,0.22920577655806743,0.0,0.0,0,2,2,1.0,3,0.22920577655806743,0.0,0.0,0
bedroom,132,c83c564f-ceb1-4cd0-b171-7eb26a283b24_MasterBedroom-6907,bedroom_sgdiffusion_vq_objfeat_epoch_01999_relation_aware_parsed_floor_prior_max1.8_mesh_p2_close0.75_far1.6_eval_cfg1.0_1.0.json::c83c564f-ceb1-4cd0-b171-7eb26a283b24_MasterBedroom-6907,2,True,True,False,True,False,0.0008917999948607758,0,baseline_rollback,0.0,0.0,0.0,2,2,1.0,2,0.23296408543184152,0.0,0.0,0,2,2,1.0,2,0.23296408543184152,0.0,0.0,0,2,2,1.0,2,0.23296408543184152,0.0,0.0,0,2,2,1.0,2,0.23296408543184152,0.0,0.0,0,2,2,1.0,2,0.23296408543184152,0.0,0.0,0
bedroom,133,ca0bdaff-4e3a-4677-a328-cfab693b37c4_MasterBedroom-9302,bedroom_sgdiffusion_vq_objfeat_epoch_01999_relation_aware_parsed_floor_prior_max1.8_mesh_p2_close0.75_far1.6_eval_cfg1.0_1.0.json::ca0bdaff-4e3a-4677-a328-cfab693b37c4_MasterBedroom-9302,2,True,True,False,True,False,0.0007722000009380281,0,baseline_rollback,0.0,0.0,0.0,2,2,1.0,0,0.0,0.0,0.0,0,2,2,1.0,0,0.0,0.0,0.0,0,2,2,1.0,0,0.0,0.0,0.0,0,2,2,1.0,0,0.0,0.0,0.0,0,2,2,1.0,0,0.0,0.0,0.0,0
bedroom,134,cb300b0a-3072-44a1-9f4d-dd75497ab9c5_MasterBedroom-3151,bedroom_sgdiffusion_vq_objfeat_epoch_01999_relation_aware_parsed_floor_prior_max1.8_mesh_p2_close0.75_far1.6_eval_cfg1.0_1.0.json::cb300b0a-3072-44a1-9f4d-dd75497ab9c5_MasterBedroom-3151,2,True,True,False,True,False,0.0005485000001499429,1,baseline_rollback,0.0,0.0,0.0,2,2,1.0,2,0.31486638676527584,0.0,0.0,0,2,2,1.0,2,0.31486638676527584,0.0,0.0,0,2,2,1.0,2,0.31486638676527584,0.0,0.0,0,2,2,1.0,2,0.31486638676527584,0.0,0.0,0,2,2,1.0,2,0.31486638676527584,0.0,0.0,0
bedroom,135,cbaa2bb7-048d-4939-9d36-77379f49cb98_SecondBedroom-13281,bedroom_sgdiffusion_vq_objfeat_epoch_01999_relation_aware_parsed_floor_prior_max1.8_mesh_p2_close0.75_far1.6_eval_cfg1.0_1.0.json::cbaa2bb7-048d-4939-9d36-77379f49cb98_SecondBedroom-13281,2,True,True,False,True,False,0.0010700999991968274,0,baseline_rollback,1.0,1.0,1.0,2,2,1.0,2,0.0991886111443285,0.0,0.0,0,2,2,1.0,2,0.0991886111443285,0.0,0.0,0,2,2,1.0,2,0.0991886111443285,0.0,0.0,0,2,2,1.0,2,0.0991886111443285,0.0,0.0,0,2,2,1.0,2,0.0991886111443285,0.0,0.0,0
bedroom,136,ceabd33a-d3dd-4500-9f44-a65fb285bff2_MasterBedroom-74105,bedroom_sgdiffusion_vq_objfeat_epoch_01999_relation_aware_parsed_floor_prior_max1.8_mesh_p2_close0.75_far1.6_eval_cfg1.0_1.0.json::ceabd33a-d3dd-4500-9f44-a65fb285bff2_MasterBedroom-74105,2,True,True,False,True,False,0.0011856999990413897,0,baseline_rollback,1.0,1.0,1.0,1,2,0.5,1,1.6451819178337201,0.0,0.0,0,1,2,0.5,1,1.6451819178337201,0.0,0.0,0,1,2,0.5,1,1.6451819178337201,0.0,0.0,0,1,2,0.5,1,1.6451819178337201,0.0,0.0,0,1,2,0.5,1,1.6451819178337201,0.0,0.0,0
bedroom,137,d099aa82-c37c-4c77-aa35-26f02862f55b_Bedroom-837,bedroom_sgdiffusion_vq_objfeat_epoch_01999_relation_aware_parsed_floor_prior_max1.8_mesh_p2_close0.75_far1.6_eval_cfg1.0_1.0.json::d099aa82-c37c-4c77-aa35-26f02862f55b_Bedroom-837,1,True,True,False,True,False,0.0006999000033829361,0,baseline_rollback,1.0,1.0,1.0,1,1,1.0,3,0.38880244018460924,0.0,0.0,0,1,1,1.0,3,0.38880244018460924,0.0,0.0,0,1,1,1.0,3,0.38880244018460924,0.0,0.0,0,1,1,1.0,3,0.38880244018460924,0.0,0.0,0,1,1,1.0,3,0.38880244018460924,0.0,0.0,0
bedroom,138,d3fec60e-f8d0-4cfe-abd8-041d0db2d509_SecondBedroom-24075,bedroom_sgdiffusion_vq_objfeat_epoch_01999_relation_aware_parsed_floor_prior_max1.8_mesh_p2_close0.75_far1.6_eval_cfg1.0_1.0.json::d3fec60e-f8d0-4cfe-abd8-041d0db2d509_SecondBedroom-24075,1,True,True,False,True,False,0.0006044999972800724,0,baseline_rollback,0.0,0.0,0.0,1,1,1.0,3,0.6559432939776265,0.0,0.0,0,1,1,1.0,3,0.6559432939776265,0.0,0.0,0,1,1,1.0,3,0.6559432939776265,0.0,0.0,0,1,1,1.0,3,0.6559432939776265,0.0,0.0,0,1,1,1.0,3,0.6559432939776265,0.0,0.0,0
