annotation_id,scene_id,room_type,layout_variant,relation_id,subject_class,predicate,object_class,subject_index,object_index,image_or_view_path,human_label,missing_object,visibility_quality,annotator_id,notes,source_text,source_json,raw_predicate,baseline_satisfied,repair_satisfied,subject_center_xyz,object_center_xyz
EG02-DIN-0015,58064c7d-8e8b-4149-9b3a-672cf22d4733_DiningRoom-11336,diningroom,collision_gated_floor_prior,68:0:10-2-10,dining_chair,in front of,dining_chair,0,0,,,none,,,,Set up a dining chair behind a floral dining chair. And add a dining table closely to the left of a floral dining chair.,results/floor_prior_remote/diningroom_sgdiffusion_vq_objfeat_epoch_01239_relation_aware_parsed_floor_prior_max1.8_mesh_p2_close0.75_far1.6_eval_cfg1.0_1.0.json,in front of,1,1,"[-0.32049840368009797,0.45334153963706925,-0.6628965432267471]","[-0.32049840368009797,0.45334153963706925,-0.6628965432267471]"
EG02-DIN-0016,5f86c744-15af-4c99-80ef-b3608aadbf1b_LivingDiningRoom-37641,diningroom,collision_gated_floor_prior,77:1:16-2-0,multi_seat_sofa,in front of,0,2,,,,uncertain,,,,"Put a brown dining table with a hole to the near left of a grey dining chair with a black upholstered seat. Then, put a gray multi-seat sofa with a black frame in front of a gray armchair with a metal frame.",results/floor_prior_remote/diningroom_sgdiffusion_vq_objfeat_epoch_01239_relation_aware_parsed_floor_prior_max1.8_mesh_p2_close0.75_far1.6_eval_cfg1.0_1.0.json,in front of,0,0,"[1.8600113609432913,0.5418640730275199,1.986719630211378]",[]
EG02-DIN-0017,6060e648-44c6-42d6-a9f4-f58c5bcff70d_LivingDiningRoom-25741,diningroom,collision_gated_floor_prior,78:1:6-2-0,coffee_table,in front of,armchair,2,12,,,none,,,,"Position a round end table to the right of a dining table. Then, place a gray striped armchair behind a brown coffee table.",results/floor_prior_remote/diningroom_sgdiffusion_vq_objfeat_epoch_01239_relation_aware_parsed_floor_prior_max1.8_mesh_p2_close0.75_far1.6_eval_cfg1.0_1.0.json,in front of,0,0,"[-0.009492202109272263,0.2262885408302123,2.3072451276490007]","[0.18741605107783865,0.46366693605940357,3.544403972057122]"
EG02-DIN-0018,6a03badb-61ab-4e22-9564-de2fd2ed1938_DiningRoom-25528,diningroom,collision_gated_floor_prior,89:1:10-2-10,dining_chair,in front of,dining_chair,1,1,,,none,,,,"Put a grey dining chair with wooden legs to the near left of a grey dining table with legs. Then, set up a grey dining chair with wooden legs in front of a dining chair.",results/floor_prior_remote/diningroom_sgdiffusion_vq_objfeat_epoch_01239_relation_aware_parsed_floor_prior_max1.8_mesh_p2_close0.75_far1.6_eval_cfg1.0_1.0.json,in front of,1,1,"[0.2566131998754546,0.4081753981865517,1.1454157675581031]","[0.2566131998754546,0.4081753981865517,1.1454157675581031]"
EG02-DIN-0019,b9c1aec3-a600-4084-908a-c351c423a357_LivingDiningRoom-19374,diningroom,collision_gated_floor_prior,139:0:15-2-8,15,in front of,8,,,,,uncertain,,,,Position a black marble corner side table behind a brown leather loveseat sofa with pillows.,results/floor_prior_remote/diningroom_sgdiffusion_vq_objfeat_epoch_01239_relation_aware_parsed_floor_prior_max1.8_mesh_p2_close0.75_far1.6_eval_cfg1.0_1.0.json,in front of,0,0,[],[]
EG02-DIN-0020,350388e2-7c93-45e9-bcc8-6a0a5165dab0_LivingDiningRoom-34640,diningroom,collision_gated_floor_prior,44:0:6-1-14,coffee_table,left,lounge_chair,5,4,,,none,,,,Position a black coffee table with a lid left of a grey lounge chair with black legs.,results/floor_prior_remote/diningroom_sgdiffusion_vq_objfeat_epoch_01239_relation_aware_parsed_floor_prior_max1.8_mesh_p2_close0.75_far1.6_eval_cfg1.0_1.0.json,left,0,1,"[-0.5392269540408416,0.1675325719029967,1.7242125352404414]","[0.6829652857055626,0.39288074577822396,1.9302490321034576]"
EG02-DIN-0021,544a06d5-aa97-4740-8ef3-ed8520b5226e_LivingDiningRoom-2349,diningroom,collision_gated_floor_prior,61:1:0-1-16,armchair,left,multi_seat_sofa,2,1,,,none,,,,"Add a black multi-seat sofa with a cover behind a black wooden armchair. Additionally, set up an armchair left of a black multi-seat sofa with a cover.",results/floor_prior_remote/diningroom_sgdiffusion_vq_objfeat_epoch_01239_relation_aware_parsed_floor_prior_max1.8_mesh_p2_close0.75_far1.6_eval_cfg1.0_1.0.json,left,0,0,"[-0.06342877383647938,0.44300417463158415,3.4874547758527825]","[-1.461182827028071,0.4216118283225344,1.9829398984305193]"
EG02-DIN-0022,70e4c0ab-9ca2-4542-96fd-9355e048db91_LivingDiningRoom-25795,diningroom,collision_gated_floor_prior,95:0:11-1-20,dining_table,left,stool,3,5,,,none,,,,Set up a wooden dining table left of a white metal stool.,results/floor_prior_remote/diningroom_sgdiffusion_vq_objfeat_epoch_01239_relation_aware_parsed_floor_prior_max1.8_mesh_p2_close0.75_far1.6_eval_cfg1.0_1.0.json,left,1,1,"[-1.9798490795910837,0.35714475073036556,0.9446730327534079]","[-0.06077960419744688,0.23320538450940945,0.46727739747989716]"
EG02-DIN-0023,9a0486c5-58e8-4a77-99de-9c4ea78d39d3_LivingDiningRoom-9632,diningroom,collision_gated_floor_prior,117:0:6-1-2,coffee_table,left,cabinet,6,12,,,none,,,,Set up a yellow children cabinet to the right of a coffee table with a drawer and shelf.,results/floor_prior_remote/diningroom_sgdiffusion_vq_objfeat_epoch_01239_relation_aware_parsed_floor_prior_max1.8_mesh_p2_close0.75_far1.6_eval_cfg1.0_1.0.json,left,0,1,"[-0.1850437828104754,0.14543657264287646,1.4541015965744855]","[1.3183795458124627,0.4964327277220206,0.21053439885393144]"
EG02-DIN-0024,9f8f93c4-796c-41ff-863d-c7713981e450_LivingDiningRoom-4027,diningroom,collision_gated_floor_prior,125:1:16-1-17,multi_seat_sofa,left,pendant_lamp,6,13,,,none,,,,"Add a brown dining table with a hole closely to the right of a dining chair. Finnally, put a multi seat sofa to the left of a pendant lamp.",results/floor_prior_remote/diningroom_sgdiffusion_vq_objfeat_epoch_01239_relation_aware_parsed_floor_prior_max1.8_mesh_p2_close0.75_far1.6_eval_cfg1.0_1.0.json,left,0,0,"[2.0216255833728196,0.5437931094168401,-1.810448500132443]","[1.7772317157174777,2.436773643304425,1.4873794104753397]"
EG02-DIN-0025,e2d00f14-06f1-4b29-a9a1-f17618a2d7b7_DiningRoom-60525,diningroom,collision_gated_floor_prior,162:0:7-1-10,console_table,left,dining_chair,4,1,,,none,,,,Put a wooden console table with glass doors left of a black leather dining chair. Put a marble dining table with two legs and a marble top to the close left of a dining chair.,results/floor_prior_remote/diningroom_sgdiffusion_vq_objfeat_epoch_01239_relation_aware_parsed_floor_prior_max1.8_mesh_p2_close0.75_far1.6_eval_cfg1.0_1.0.json,left,0,0,"[0.609280303294625,0.4125850231720551,-0.19312897941381646]","[-0.5723598516173478,0.4257982392322766,0.5870661260170751]"
EG02-DIN-0026,198eb9ec-9059-4e26-958e-dc8fb8187713_LivingDiningRoom-15286,diningroom,collision_gated_floor_prior,22:1:16-6-6,multi_seat_sofa,right,coffee_table,7,9,,,none,,,,"Position a brown dining table with metal legs closely behind a grey fabric dining chair. Additionally, arrange a black triangle coffee table with two legs to the left of a black multi-seat sofa with pillows.",results/floor_prior_remote/diningroom_sgdiffusion_vq_objfeat_epoch_01239_relation_aware_parsed_floor_prior_max1.8_mesh_p2_close0.75_far1.6_eval_cfg1.0_1.0.json,right,0,0,"[-1.8677798238506194,0.4663203709439221,1.396592268248991]","[-0.30985436973681324,0.3163983078228366,1.3207192237668632]"
EG02-DIN-0027,57b535e1-49e2-46f0-a54d-a3e50fe9c413_LivingDiningRoom-2729,diningroom,collision_gated_floor_prior,67:1:16-6-14,multi_seat_sofa,right,lounge_chair,10,0,,,none,,,,"Set up a black marble dining table with two legs to the left of a black storage stool with a lid. Then, add a white multi-seat sofa with pillows right of a lounge chair.",results/floor_prior_remote/diningroom_sgdiffusion_vq_objfeat_epoch_01239_relation_aware_parsed_floor_prior_max1.8_mesh_p2_close0.75_far1.6_eval_cfg1.0_1.0.json,right,1,1,"[2.6600599848108386,0.4460564625496011,2.0677969318333735]","[-0.8706474890153544,0.4113560491588602,2.2605891049089166]"
EG02-DIN-0028,6487eb58-d9fa-4a42-afd2-13cba40b71d1_LivingDiningRoom-4693,diningroom,collision_gated_floor_prior,82:0:1-6-10,bookshelf,right,dining_chair,13,1,,,none,,,,Arrange a black metal dining chair to the left of a black plastic bookshelf with a strip. Position a black marble dining table with a black base right of a black metal dining chair.,results/floor_prior_remote/diningroom_sgdiffusion_vq_objfeat_epoch_01239_relation_aware_parsed_floor_prior_max1.8_mesh_p2_close0.75_far1.6_eval_cfg1.0_1.0.json,right,0,1,"[1.5829744535304444,1.2994564362125602,0.397299329274019]","[-0.1047592081165889,0.44561023387446436,-0.7951716993007867]"
EG02-DIN-0029,6487eb58-d9fa-4a42-afd2-13cba40b71d1_LivingDiningRoom-4693,diningroom,collision_gated_floor_prior,82:1:11-6-10,dining_table,right,dining_chair,7,1,,,none,,,,Arrange a black metal dining chair to the left of a black plastic bookshelf with a strip. Position a black marble dining table with a black base right of a black metal dining chair.,results/floor_prior_remote/diningroom_sgdiffusion_vq_objfeat_epoch_01239_relation_aware_parsed_floor_prior_max1.8_mesh_p2_close0.75_far1.6_eval_cfg1.0_1.0.json,right,0,1,"[-0.5460630620181517,0.3639915781981309,-2.0185888511777477]","[-0.1047592081165889,0.44561023387446436,-0.7951716993007867]"
EG02-DIN-0030,74fa622c-58f2-4375-b6b5-684659581385_LivingDiningRoom-78283,diningroom,collision_gated_floor_prior,98:0:11-6-6,dining_table,right,coffee_table,4,3,,,none,,,,Add a coffee table with a chess board to the left of a marble dining table with a metal base.,results/floor_prior_remote/diningroom_sgdiffusion_vq_objfeat_epoch_01239_relation_aware_parsed_floor_prior_max1.8_mesh_p2_close0.75_far1.6_eval_cfg1.0_1.0.json,right,0,1,"[2.4323819617003553,0.469483767208855,1.9998757748368963]","[-0.15996648273241743,0.2002016175184786,1.7573434165808113]"
EG02-LIV-0001,b51e3da5-5d31-4511-882a-e841de457404_LivingDiningRoom-3428,livingroom,collision_gated_floor_prior,136:0:17-0-11,pendant_lamp,above,dining_table,4,8,,,none,,,,Put a black pendant lamp with hanging balls above a dark brown oval dining table with a pedestal base. Position a black pendant lamp with hanging balls right of a blue bookshelf with wine bottles and a bottle of wine.,results/floor_prior_remote/livingroom_sgdiffusion_vq_objfeat_epoch_01459_relation_aware_parsed_floor_prior_max1.8_mesh_p2_close0.75_far1.6_eval_cfg1.0_1.0.json,above,1,1,"[1.0895339864053266,2.2554380223412878,0.5086695040376252]","[1.0899095084691979,0.45827248068435067,0.26313210861852987]"
EG02-LIV-0002,ce377776-581d-4b4c-807f-e63f7473e9b3_LivingDiningRoom-276836,livingroom,collision_gated_floor_prior,160:0:17-0-11,pendant_lamp,above,dining_table,16,15,,,none,,,,Install a pendant lamp above a dining table.,results/floor_prior_remote/livingroom_sgdiffusion_vq_objfeat_epoch_01459_relation_aware_parsed_floor_prior_max1.8_mesh_p2_close0.75_far1.6_eval_cfg1.0_1.0.json,above,0,0,"[2.0936273479159073,2.2220280499136025,-0.061656358844120795]","[-2.9408576661854036,0.44369939114199586,0.013960814633550811]"
EG02-LIV-0003,3c47589f-313d-4bac-abee-830161a278f0_LivingDiningRoom-109935,livingroom,collision_gated_floor_prior,46:0:11-7-21,dining_table,behind,tv_stand,0,6,,,none,,,,"Add a grey tv stand with a drawer in front of a grey dining table with a metal base. Then, set up a grey dining table with a metal base behind a gray marble coffee table with two legs.",results/floor_prior_remote/livingroom_sgdiffusion_vq_objfeat_epoch_01459_relation_aware_parsed_floor_prior_max1.8_mesh_p2_close0.75_far1.6_eval_cfg1.0_1.0.json,behind,0,1,"[-0.21038923784233088,0.3753799446779123,-1.4910956343188708]","[0.7566194844311109,0.2066778997256627,1.2406606468044556]"
EG02-LIV-0004,3fc88ba8-7ea3-4653-892f-83667812c78a_LivingDiningRoom-76396,livingroom,collision_gated_floor_prior,49:0:15-7-8,loveseat_sofa,behind,corner_side_table,2,1,,,none,,,,Place a gray loveseat sofa with pillows behind a corner side table with a square top and a hole in the middle.,results/floor_prior_remote/livingroom_sgdiffusion_vq_objfeat_epoch_01459_relation_aware_parsed_floor_prior_max1.8_mesh_p2_close0.75_far1.6_eval_cfg1.0_1.0.json,behind,1,1,"[2.0669877485130854,0.49402798472962445,-2.736199737430142]","[0.5966192319417116,0.2573360986886789,-2.5432087008796325]"
EG02-LIV-0005,47230ba1-5a12-450a-80da-80527cc31c35_LivingDiningRoom-6087,livingroom,collision_gated_floor_prior,52:0:21-7-10,tv_stand,behind,10,7,,,,uncertain,,,,Place a brown wooden tv stand behind a wooden dining chair with a wooden seat. And hang a ceiling lamp to the left of a loveseat sofa.,results/floor_prior_remote/livingroom_sgdiffusion_vq_objfeat_epoch_01459_relation_aware_parsed_floor_prior_max1.8_mesh_p2_close0.75_far1.6_eval_cfg1.0_1.0.json,behind,0,0,"[0.4638686518139581,0.373278228024285,2.6787850723197213]",[]
EG02-LIV-0006,70e4c0ab-9ca2-4542-96fd-9355e048db91_LivingDiningRoom-25795,livingroom,collision_gated_floor_prior,88:0:16-7-17,multi_seat_sofa,behind,pendant_lamp,10,4,,,none,,,,Place a multi-seat sofa with pillows behind a black and white pendant lamp with hanging balls.,results/floor_prior_remote/livingroom_sgdiffusion_vq_objfeat_epoch_01459_relation_aware_parsed_floor_prior_max1.8_mesh_p2_close0.75_far1.6_eval_cfg1.0_1.0.json,behind,1,1,"[0.9283021439666381,0.40290837585442263,-0.7984475222288765]","[0.828754775383727,2.2616177025885724,0.6726430451993073]"
EG02-LIV-0007,f89c8def-be8d-4a45-948e-714938ca5550_LivingDiningRoom-16828,livingroom,collision_gated_floor_prior,189:0:11-7-10,dining_table,behind,dining_chair,6,1,,,none,,,,"Arrange a black dining chair in front of a dining table. Then, place a dining table closely in front of a blue multi-seat sofa with pillows.",results/floor_prior_remote/livingroom_sgdiffusion_vq_objfeat_epoch_01459_relation_aware_parsed_floor_prior_max1.8_mesh_p2_close0.75_far1.6_eval_cfg1.0_1.0.json,behind,0,1,"[2.4674425516710556,0.35726936123879777,0.808217556379307]","[3.1098529607207865,0.24312427880274562,0.2665048331539577]"
EG02-LIV-0008,0c1f82d4-6aa2-401f-ae0d-f053a024aa3b_LivingDiningRoom-248,livingroom,collision_gated_floor_prior,11:1:11-5-17,dining_table,below,pendant_lamp,3,2,,,none,,,,"Arrange a black dining table with four legs to the left of a dining chair. Finnally, install a black pendant lamp with a shade above a dining table.",results/floor_prior_remote/livingroom_sgdiffusion_vq_objfeat_epoch_01459_relation_aware_parsed_floor_prior_max1.8_mesh_p2_close0.75_far1.6_eval_cfg1.0_1.0.json,below,1,1,"[-0.24603558951553772,0.6444489538795675,2.0055546528036823]","[0.12150165563335502,2.4764554955651668,-0.9929688132192513]"
EG02-LIV-0009,53ac3d02-ed9a-4d4e-8982-e1b44dc8d5ec_LivingDiningRoom-19339,livingroom,collision_gated_floor_prior,63:0:6-5-17,coffee_table,below,pendant_lamp,5,4,,,none,,,,Set up a black pendant lamp with black balls above a black coffee table with two shelves.,results/floor_prior_remote/livingroom_sgdiffusion_vq_objfeat_epoch_01459_relation_aware_parsed_floor_prior_max1.8_mesh_p2_close0.75_far1.6_eval_cfg1.0_1.0.json,below,1,1,"[-0.2717219406023794,0.14510086715336404,-1.8903597989128862]","[1.007421754193019,2.7511605488891058,2.8742320727860644]"
EG02-LIV-0010,23608ced-9c2c-4d17-b7a8-4e3656d2acca_LivingDiningRoom-21234,livingroom,collision_gated_floor_prior,35:0:11-3-10,dining_table,close to,dining_chair,1,0,,,none,,,,Place a dining chair to the close right of a dining table. And add a dining table behind a grey dining chair with wooden legs.,results/floor_prior_remote/livingroom_sgdiffusion_vq_objfeat_epoch_01459_relation_aware_parsed_floor_prior_max1.8_mesh_p2_close0.75_far1.6_eval_cfg1.0_1.0.json,close_left,1,1,"[0.4100607835015222,0.3708635297428129,-1.4875089396359489]","[1.5332078485655423,0.425021621268861,-0.3798909490501332]"
EG02-LIV-0011,23a5fa77-0aa5-45f4-8399-3265005b1def_LivingDiningRoom-106046,livingroom,collision_gated_floor_prior,36:1:11-3-10,11,close to,dining_chair,,5,,,uncertain,,,,"Set up a brass pendant lamp with five lights above a marble dining table with two legs and a marble top. Finnally, add a marble dining table with two legs and a marble top to the close left of a black leather dining chair.",results/floor_prior_remote/livingroom_sgdiffusion_vq_objfeat_epoch_01459_relation_aware_parsed_floor_prior_max1.8_mesh_p2_close0.75_far1.6_eval_cfg1.0_1.0.json,close_left,0,0,[],"[-1.6789363119244154,0.41712069049474704,-0.12511104219285585]"
EG02-LIV-0012,7cbabe0c-5239-4e90-95cb-5c79adb0ede6_LivingDiningRoom-76216,livingroom,collision_gated_floor_prior,99:1:11-4-10,dining_table,close to,dining_chair,8,2,,,none,,,,"Position a black marble dining table with two legs closely behind a dining chair. Next, add a black marble dining table with two legs closely in front of a tufted dining chair.",results/floor_prior_remote/livingroom_sgdiffusion_vq_objfeat_epoch_01459_relation_aware_parsed_floor_prior_max1.8_mesh_p2_close0.75_far1.6_eval_cfg1.0_1.0.json,close_behind,1,1,"[-1.839273641549421,0.36347961730745615,-1.6261110076950906]","[-1.8822359333285066,0.44704808676309077,-2.4412901756420475]"
EG02-LIV-0013,e52eb1b0-a8fb-4b1c-873d-5d962259a904_LivingRoom-2410,livingroom,collision_gated_floor_prior,177:1:11-3-10,dining_table,close to,dining_chair,14,1,,,none,,,,"Set up a wooden coffee table with drawers closely to the right of a multi-seat sofa with wheels and pillows. Then, add a blue and brown dining table with a runner to the near left of a brown dining chair with an upholstered seat.",results/floor_prior_remote/livingroom_sgdiffusion_vq_objfeat_epoch_01459_relation_aware_parsed_floor_prior_max1.8_mesh_p2_close0.75_far1.6_eval_cfg1.0_1.0.json,close_left,1,1,"[-1.0452383357155242,0.26264867239002526,-2.3634281649711317]","[-0.8108271927582553,0.4683209423687129,-1.7151995244061018]"
EG02-LIV-0014,0f5b9b03-c5f7-4172-9386-4805616025b5_LivingDiningRoom-20097,livingroom,collision_gated_floor_prior,16:0:6-2-21,coffee_table,in front of,tv_stand,2,4,,,none,,,,"Set up a grey and white tv stand with drawers behind a black coffee table with a lid. Then, arrange a black coffee table with a lid right of a black corner side table with a round base.",results/floor_prior_remote/livingroom_sgdiffusion_vq_objfeat_epoch_01459_relation_aware_parsed_floor_prior_max1.8_mesh_p2_close0.75_far1.6_eval_cfg1.0_1.0.json,in front of,1,1,"[1.1543080118737734,0.1363172945454292,0.1664347439161844]","[1.2364266632666592,0.0875952674167598,-1.6144602595750666]"
EG02-LIV-0015,4b54eac7-33c2-4f5a-9fa4-44bda75d881e_LivingDiningRoom-19270,livingroom,collision_gated_floor_prior,56:1:15-2-8,loveseat_sofa,in front of,corner_side_table,1,8,,,none,,,,Put a black dining table with a black top in front of a lounge chair. And position a corner side table behind a black loveseat sofa.,results/floor_prior_remote/livingroom_sgdiffusion_vq_objfeat_epoch_01459_relation_aware_parsed_floor_prior_max1.8_mesh_p2_close0.75_far1.6_eval_cfg1.0_1.0.json,in front of,0,0,"[2.2326436902068165,0.45954132779590734,1.5939178656755155]","[0.04501840287076675,0.20173757922822153,1.6578034198866778]"
EG02-LIV-0016,905ccf24-697b-4bb5-8c53-def619d16327_LivingDiningRoom-6844,livingroom,collision_gated_floor_prior,113:0:16-2-6,multi_seat_sofa,in front of,coffee_table,0,1,,,none,,,,Set up a silver flower coffee table runner behind a multi seat sofa. Add a silver pendant lamp with five lamps behind a patterned dining chair.,results/floor_prior_remote/livingroom_sgdiffusion_vq_objfeat_epoch_01459_relation_aware_parsed_floor_prior_max1.8_mesh_p2_close0.75_far1.6_eval_cfg1.0_1.0.json,in front of,0,1,"[-2.0820553959816968,0.46524109628377175,0.2872111610456951]","[-2.1448827146152585,0.21779987948795348,-0.7790016209785922]"
EG02-LIV-0017,b9d17d23-66f0-445d-acb7-f11887cc4f7f_LivingDiningRoom-192367,livingroom,collision_gated_floor_prior,141:0:17-2-6,pendant_lamp,in front of,coffee_table,0,4,,,none,,,,Arrange a coffee table with headphones and a book behind a pendant lamp with a network of dots.,results/floor_prior_remote/livingroom_sgdiffusion_vq_objfeat_epoch_01459_relation_aware_parsed_floor_prior_max1.8_mesh_p2_close0.75_far1.6_eval_cfg1.0_1.0.json,in front of,0,1,"[-0.11622499409296339,2.1574657682959515,-1.4614179121931548]","[0.23908157583314682,0.35036684482603503,-0.39999204290738044]"
EG02-LIV-0018,df5e8b99-2ccc-4d27-89d8-094cf83706f9_LivingDiningRoom-838,livingroom,collision_gated_floor_prior,174:0:15-2-17,loveseat_sofa,in front of,pendant_lamp,8,0,,,none,,,,Set up a loveseat sofa with pillows in front of a pendant lamp. And add a square coffee table with drawers behind a loveseat sofa.,results/floor_prior_remote/livingroom_sgdiffusion_vq_objfeat_epoch_01459_relation_aware_parsed_floor_prior_max1.8_mesh_p2_close0.75_far1.6_eval_cfg1.0_1.0.json,in front of,0,0,"[-2.47511145160432,0.40816504230956846,1.8850619475651236]","[1.2592365795360543,2.627926333533141,1.224532938195181]"
EG02-LIV-0019,ea497775-7cb7-4f4d-ad49-eeae6970961d_LivingRoom-4789,livingroom,collision_gated_floor_prior,182:0:11-2-7,dining_table,in front of,console_table,7,3,,,none,,,,"Position a black console table with glass top and two doors behind a black and brown dining table with black legs. Next, arrange a dining chair closely behind a black and brown dining table with black legs.",results/floor_prior_remote/livingroom_sgdiffusion_vq_objfeat_epoch_01459_relation_aware_parsed_floor_prior_max1.8_mesh_p2_close0.75_far1.6_eval_cfg1.0_1.0.json,in front of,1,1,"[-0.8236321741772308,0.38418142739480693,1.7900834261647365]","[-1.8981201956712255,0.5277509387851544,0.4683293852624688]"
EG02-LIV-0020,1cc0fd55-1c5a-4885-a2de-f30c6d387353_LivingRoom-33324,livingroom,collision_gated_floor_prior,32:0:15-1-17,loveseat_sofa,left,pendant_lamp,1,13,,,none,,,,"Position a black flower pendant lamp to the right of a brown loveseat sofa with a wooden frame. Finnally, set up a tv stand right of a lounge armchair.",results/floor_prior_remote/livingroom_sgdiffusion_vq_objfeat_epoch_01459_relation_aware_parsed_floor_prior_max1.8_mesh_p2_close0.75_far1.6_eval_cfg1.0_1.0.json,left,1,1,"[-0.1488183834828014,0.4616758961411073,3.7063292194266513]","[0.05398792389379459,2.1775357770257973,2.255581722609266]"
EG02-LIV-0021,4b18584d-3740-40f7-b344-5fbd98858ed8_LivingRoom-88425,livingroom,collision_gated_floor_prior,55:0:15-1-21,15,left,tv_stand,,10,,,uncertain,,,,Place a loveseat sofa left of a blue tv stand with drawers. And set up a black dining table with metal plates closely right of a dining chair.,results/floor_prior_remote/livingroom_sgdiffusion_vq_objfeat_epoch_01459_relation_aware_parsed_floor_prior_max1.8_mesh_p2_close0.75_far1.6_eval_cfg1.0_1.0.json,left,0,0,[],"[1.5254842904928978,0.23188919818663675,1.5701404228520497]"
EG02-LIV-0022,82d13473-977b-457d-9e8a-6604dfe72c89_LivingDiningRoom-8375,livingroom,collision_gated_floor_prior,101:1:11-1-6,dining_table,left,coffee_table,7,3,,,none,,,,"Place a blue multi-seat sofa with pillows behind a corner side table. Next, place a black glass dining table with a metal base left of a coffee table.",results/floor_prior_remote/livingroom_sgdiffusion_vq_objfeat_epoch_01459_relation_aware_parsed_floor_prior_max1.8_mesh_p2_close0.75_far1.6_eval_cfg1.0_1.0.json,left,0,0,"[1.1566972308852748,0.3674096493381584,1.0092599121529515]","[-0.8289446880244062,0.46930678996852876,-0.00010082168131386737]"
EG02-LIV-0023,9c164b35-f1f3-4ae5-bbfa-5003672ac1d8_LivingDiningRoom-8304,livingroom,collision_gated_floor_prior,120:1:16-1-6,multi_seat_sofa,left,coffee_table,7,1,,,none,,,,Place a grey corner side table with a wooden top in front of an armchair. And position a gray coffee table with a black top to the right of a multi seat sofa.,results/floor_prior_remote/livingroom_sgdiffusion_vq_objfeat_epoch_01459_relation_aware_parsed_floor_prior_max1.8_mesh_p2_close0.75_far1.6_eval_cfg1.0_1.0.json,left,0,1,"[2.2472274265642307,0.4443880892544839,1.9846441584109797]","[3.170455485183006,0.1745685376414463,1.3331593384996476]"
EG02-LIV-0024,1cc0fd55-1c5a-4885-a2de-f30c6d387353_LivingRoom-33324,livingroom,collision_gated_floor_prior,32:1:21-6-0,tv_stand,right,armchair,8,4,,,none,,,,"Position a black flower pendant lamp to the right of a brown loveseat sofa with a wooden frame. Finnally, set up a tv stand right of a lounge armchair.",results/floor_prior_remote/livingroom_sgdiffusion_vq_objfeat_epoch_01459_relation_aware_parsed_floor_prior_max1.8_mesh_p2_close0.75_far1.6_eval_cfg1.0_1.0.json,right,0,1,"[1.7570066434566207,0.2696692372005176,2.1628894076013134]","[-0.032081733145462366,0.37905656350946487,0.6288367360554892]"
EG02-LIV-0025,258b12fb-08e1-43df-a3dd-d88793d32621_LivingDiningRoom-35273,livingroom,collision_gated_floor_prior,38:0:6-6-0,coffee_table,right,armchair,4,8,,,none,,,,"Put an armchair left of a coffee table. Finnally, arrange a silver flower coffee table runner closely behind a multi-seat sofa with pillows.",results/floor_prior_remote/livingroom_sgdiffusion_vq_objfeat_epoch_01459_relation_aware_parsed_floor_prior_max1.8_mesh_p2_close0.75_far1.6_eval_cfg1.0_1.0.json,right,1,1,"[-1.5262503245905412,0.2253764492832261,-0.008956212221561621]","[-2.799108357762989,0.3686764184812722,-0.2861593016377846]"
EG02-LIV-0026,b51e3da5-5d31-4511-882a-e841de457404_LivingDiningRoom-3428,livingroom,collision_gated_floor_prior,136:1:17-6-1,pendant_lamp,right,bookshelf,4,6,,,none,,,,Put a black pendant lamp with hanging balls above a dark brown oval dining table with a pedestal base. Position a black pendant lamp with hanging balls right of a blue bookshelf with wine bottles and a bottle of wine.,results/floor_prior_remote/livingroom_sgdiffusion_vq_objfeat_epoch_01459_relation_aware_parsed_floor_prior_max1.8_mesh_p2_close0.75_far1.6_eval_cfg1.0_1.0.json,right,0,0,"[1.0895339864053266,2.2554380223412878,0.5086695040376252]","[2.5439020534655015,0.5076191847072927,0.19207487462183437]"
EG02-LIV-0027,c0de5219-e186-4e77-9b84-394940d6460b_LivingRoom-5361,livingroom,collision_gated_floor_prior,149:0:0-6-6,armchair,right,coffee_table,8,3,,,none,,,,"Add a coffee table left of an armchair. Then, position a black coffee table with round discs left of a wooden bookshelf with drawers.",results/floor_prior_remote/livingroom_sgdiffusion_vq_objfeat_epoch_01459_relation_aware_parsed_floor_prior_max1.8_mesh_p2_close0.75_far1.6_eval_cfg1.0_1.0.json,right,0,1,"[0.12987034135418885,0.4030986583932609,-0.9546968745837443]","[-0.7618485274745397,0.10705702509811921,-1.5919699162566123]"
EG02-LIV-0028,c9f70be8-2021-4fb1-b599-da3b4e184543_LivingDiningRoom-941,livingroom,collision_gated_floor_prior,154:1:11-6-7,dining_table,right,console_table,6,15,,,none,,,,"Add a black and white tufted stool with silver studs to the right of a dining table. Next, add a dining table to the right of a blue and white console table with blue top.",results/floor_prior_remote/livingroom_sgdiffusion_vq_objfeat_epoch_01459_relation_aware_parsed_floor_prior_max1.8_mesh_p2_close0.75_far1.6_eval_cfg1.0_1.0.json,right,0,1,"[-1.4960552980514974,0.43628559554141333,0.929148302758187]","[-2.363670304285621,0.35633783767113075,1.7390497554623945]"
